produce,temperature,humidity,voc,latitude,longitude,city,outside_temp,setpoint,cooler,heater,alert,optimal_setpoint,predicted_shelf_life_days
0,3.5321525216712333,85.95893942282058,1978,24.791607,76.440649,0,14.450494605124613,4.0,0,1,0,4.177765398279913,83.65387123391321
0,5.503617714129719,92.89519408290695,2651,23.646269,75.262481,4,25.935915069411642,3.906408493058836,1,0,1,3.946270771817656,71.17153057687938
1,14.89591158883604,83.8453786463977,2181,16.053353,72.958863,3,25.000555125575218,12.999944487442479,1,0,0,13.26417839583049,72.7776680699445
0,4.5570564307459565,92.72024006982562,1239,19.507062,76.788403,0,23.167436320288736,4.0,1,0,0,4.153351733500576,89.76795302754618
0,4.892653898258921,91.9986373739411,2256,27.435921,80.892546,2,22.06960020907828,4.0,1,0,0,4.31369977716384,82.93045878904918
0,4.406875862514417,91.82615640544356,1067,23.97729,81.637678,2,30.951496305142847,3.4048503694857155,1,0,0,3.6565867638400285,87.16210901325613
1,14.604591396904079,81.09686068464175,2807,29.533492,76.245794,4,19.11364232834358,13.0,1,0,1,12.735476324508406,67.27384927604328
1,10.175618490183975,87.04600745359245,2923,25.807906,71.666477,2,33.35378126587262,12.164621873412738,0,1,1,12.009436525815866,67.04681964368109
0,3.3275298895335284,91.91104020906351,1601,26.017773,77.505165,2,7.172962164657025,4.0,0,1,0,4.041947281558242,84.85082607975286
1,13.970871766313104,81.35532205240219,2816,19.208867,78.433693,2,7.573878675366999,13.0,1,0,1,13.156784594989901,77.77912828676797
1,11.933462887504858,82.24825514552431,626,11.605903,83.039732,1,5.324018032939875,13.0,0,1,0,13.395183874048378,82.2527901345648
0,4.479331900073024,91.44027599421237,927,16.718991,83.357855,5,12.086792286774596,4.0,1,0,0,3.5596940106996358,86.16862110626612
1,14.3884687055793,80.86582848571007,668,21.987352,71.4733,4,8.839459376175789,13.0,1,0,0,13.236479220270901,85.14010514691601
0,4.685001985175324,87.29481932423104,1467,12.776373,83.794203,3,34.37397618314253,3.062602381685747,1,0,0,3.159714796620138,77.41212811444814
1,12.520931946789466,87.14020172761839,2719,9.139923,83.051754,2,5.696738488028089,13.0,0,1,1,13.111284954042715,80.50146992746751
1,13.183620032750557,86.40920508024067,2474,18.752069,79.537193,0,7.472956787094863,13.0,1,0,0,12.805088047182007,83.8446801443145
1,12.268323236421386,88.84563209078478,2563,14.813193,81.426543,5,6.773056353221211,13.0,0,1,1,12.590154690233405,83.96668546187982
0,3.0146770939253114,91.27161204593071,2092,8.744226,76.6925,3,32.68392004046632,3.231607995953368,0,1,0,3.1359790059611647,88.32698087964147
0,2.9202982147360497,87.65804457080269,780,26.230955,83.918244,5,21.694646929093686,4.0,0,1,0,3.9163359393317103,86.13962275404339
1,14.505381040143954,80.06540927948369,1814,23.943349,76.586654,1,23.22267758153091,13.0,1,0,0,12.99441158269911,75.82030542555157
1,11.513407253085546,85.63831260071895,2483,10.729019,76.427611,2,26.463419772987343,12.853658022701266,0,1,0,12.925846755012865,73.46060498072681
1,13.71450686294411,89.57140077019793,2138,18.906787,75.243086,5,8.814848568006006,13.0,1,0,0,13.36913347016302,85.8562660721891
1,12.613364638971028,83.8960146532981,2601,28.756635,80.933824,2,29.95902692171023,12.504097307828976,1,0,1,12.29572902307873,83.81864384107702
1,14.31515358164185,85.38627494768481,1861,22.270354,77.566183,1,14.27411884293147,13.0,1,0,0,13.329484689047604,80.83831107405754
1,12.739175157643627,82.71577088073067,710,14.693431,84.028533,1,25.601403950517323,12.939859604948268,0,1,0,12.474949614875252,93.80774457231625
1,11.81472402980527,87.33263489279352,517,13.668226,71.757312,4,31.165392286654455,12.383460771334555,0,1,0,11.921150260895118,96.35073768910152
1,12.181860817667097,87.99459423372565,1331,27.515319,83.310175,5,24.954069852191566,13.0,0,1,0,12.781100744597772,87.35260073069324
1,10.924777286326073,82.19237172396048,2262,15.440066,79.134964,3,34.1165140796179,12.08834859203821,0,1,0,12.120306903997488,76.73470382328586
1,12.30751534859984,83.64459640046276,719,27.107636,78.845312,0,30.203553532592583,12.479644646740741,0,1,0,12.659994761455325,92.88020587144514
1,10.470179415505152,80.34927857272595,873,30.383538,76.127453,1,31.011919589673212,12.398808041032678,0,1,0,12.626079487501391,74.0759992800376
1,11.159720764251398,85.62362133196112,1012,31.527148,72.016735,2,23.307764407203752,13.0,0,1,0,12.919682014854768,77.3403874939663
0,3.1413680888095197,85.29714004443214,1721,20.84026,82.865643,5,8.891455063931382,4.0,0,1,0,4.1449457423935545,81.35922346415965
1,11.858478450336877,83.18918205071218,895,25.088359,84.266187,4,6.752802480491774,13.0,0,1,0,13.398384968058664,80.12593482278213
0,2.8722528941022114,88.87961234240666,1081,20.373982,73.075503,2,10.9635023581681,4.0,0,1,0,4.489928822198349,78.41824071903862
0,5.67793258408083,90.54674508784275,817,17.931817,76.795959,5,13.171842199325406,4.0,1,0,0,4.326975463840862,82.40542879760032
1,12.07601555925175,81.51876127836832,2374,19.109383,72.353741,2,24.362674960898705,13.0,0,1,0,12.591550486573043,82.97465072678708
1,13.414204805532721,81.31341523567697,1960,19.000346,70.901561,4,22.08350807741624,13.0,1,0,0,13.447939647881793,89.8626515765093
1,12.766983943487379,89.12320493330941,1213,15.076503,81.585754,1,9.278188695364555,13.0,0,1,0,12.744601832948954,93.71117889461576
1,11.46567694008357,89.86149444724816,2843,31.86419,81.906034,5,15.320092151610039,13.0,0,1,1,13.089645017208873,69.54531922874696
1,10.484547099690857,89.95216572687721,2414,21.01323,70.149394,0,34.96986366910751,12.00301363308925,0,1,0,12.385711503792468,68.91835595898391
1,11.07208179002377,85.46996403018146,2570,23.616798,80.010677,4,15.274467773377337,13.0,0,1,1,12.95794842003989,68.29133369983882
0,2.82548716168107,89.29710023173426,2647,27.734831,73.705509,5,26.62808213706308,3.837191786293692,0,1,1,4.3141019248898775,71.87885236791193
0,3.895541868955942,89.77998015250395,2135,30.833925,84.75814,3,15.007883646421995,4.0,0,1,0,3.8473076551459395,88.84265786189998
1,14.930096311252619,81.05530117010532,2241,13.564777,84.564109,3,19.110616906659214,13.0,1,0,0,13.04544842104709,69.9485210979447
1,12.23384959010218,84.78346643784404,1949,13.377274,84.941064,4,12.71808301278199,13.0,0,1,0,13.463071399409065,77.96278190693114
0,3.220807872425246,90.34722424251758,2134,18.990576,78.978891,3,31.271498542888718,3.372850145711128,0,1,0,2.9006719544786437,86.12864082053397
1,13.087172614208786,85.86846282534808,1159,25.968266,78.061207,1,5.003754057839186,13.0,1,0,0,12.605555831984615,89.38883217775829
0,2.5090116554307533,94.87375582559444,2829,27.958503,70.643246,2,33.165628652332074,3.1834371347667925,0,1,1,3.2661586330037413,78.28353022427012
1,14.176328306171762,85.4321422954686,1023,13.781092,76.268977,4,27.717937261756926,12.728206273824307,1,0,0,12.722260576499426,80.34432270327666
1,11.554420995669744,86.89221489083351,2167,27.476159,70.028462,2,8.593567348236462,13.0,0,1,0,13.15240204880583,73.18518946863914
1,13.294485909248886,84.94409563758089,854,11.944091,73.808835,1,21.82669563531454,13.0,1,0,0,12.970210987160407,92.48725077911521
0,4.424389611972302,87.39697371910258,2128,22.116868,72.227886,4,13.994349306973698,4.0,1,0,0,4.41861247430592,89.30222862333618
1,13.75653747222013,81.46763102446003,2718,25.916098,72.904415,0,9.15027754879224,13.0,1,0,1,13.446685527900666,83.31148055680536
1,14.918992398147132,89.5849089440207,1529,13.933432,76.28404,0,12.081851375646526,13.0,1,0,0,12.900332256427866,72.16839858280734
1,12.574735961228797,86.67311491880025,1436,25.024222,75.564111,0,24.669803728781368,13.0,0,1,0,12.672596185376996,91.84139775851801
0,4.630004597213622,87.84008494509088,898,18.591678,83.544987,5,20.06318131491199,4.0,1,0,0,3.5018002150153746,84.22795617801754
0,3.1025974738631636,87.31808169937413,688,17.995773,70.017487,3,13.738123727721069,4.0,0,1,0,3.886538072442691,88.72059401420474
1,11.683439228292912,84.36544710855188,1776,9.656211,75.674736,3,6.132625750117404,13.0,0,1,0,12.695383988313129,81.00055239979784
0,2.038001194251091,92.56440727813198,2412,27.545094,72.090142,4,23.162500103576,4.0,0,1,0,3.831782667366993,70.00218526884098
0,4.577143943332288,90.92591580759373,2360,26.314992,70.508269,2,9.211949913174282,4.0,1,0,0,4.162301279011961,84.05157335679674
1,11.905381489431281,83.16197653265289,1367,27.060878,77.620234,1,22.701773669808016,13.0,0,1,0,13.248533464472908,79.73348024958374
1,12.985706443666167,82.52538095210865,1307,21.443489,78.652597,3,8.704324469349617,13.0,0,1,0,13.3761171726612,89.56089271004967
1,14.069699968521975,88.62888847470754,1386,9.303949,72.575656,3,31.219061702561092,12.378093829743891,1,0,0,12.774093735936493,80.11393767414518
1,11.984792433928078,83.92048515632806,2489,25.371991,76.674466,0,19.233992583651407,13.0,0,1,0,12.760950564203236,79.79341869724843
0,4.6226821626236685,91.83738599696092,2657,19.099067,79.115403,0,29.543793204926427,3.5456206795073575,1,0,1,3.4828970242671833,75.31714861643515
0,4.858188973888279,86.20498195408777,933,24.642102,72.440796,0,28.98666238611711,3.6013337613882888,1,0,0,3.252681284806358,79.27992310918079
0,3.4989220244032513,88.3786186868612,1350,9.152063,84.914852,3,21.596492606813904,4.0,0,1,0,3.5198783179243236,93.04043706478927
0,4.601481286377691,87.9977706448975,2676,8.688164,72.587874,3,32.107626806341216,3.2892373193658786,1,0,1,3.129120333728173,71.89639047350482
1,11.42258739683934,87.69035691531197,2812,19.584231,70.196042,4,19.270722926256134,13.0,0,1,1,13.385759825725742,66.30827571113598
0,4.656991889178528,90.45409551211534,1048,8.764797,72.934858,3,7.525639379450383,4.0,1,0,0,4.326966695735833,91.45974806557305
1,11.011228096387747,85.24764007129852,788,8.956698,83.773068,4,26.837222436013548,12.816277756398645,0,1,0,12.979178075567727,76.3805002082002
1,14.564882346806456,83.8480088148495,1782,20.241015,80.683998,1,26.662385635854434,12.833761436414557,1,0,0,12.704195011027457,72.48312664221001
0,3.418457134556429,91.20349469007787,2119,24.356524,74.870165,0,22.613848867887214,4.0,0,1,0,3.8235784912555375,85.35378643300892
0,3.860331503339372,90.03352624628502,1742,14.374569,81.402936,0,24.134616018301895,4.0,0,1,0,4.023228694667585,89.66102808671786
1,12.203275475370479,80.54422664969806,939,9.840498,71.92403,2,19.34340311205885,13.0,0,1,0,13.216743356770674,85.17032118599805
0,2.505128302018896,93.06271413555318,1377,21.982834,75.670064,2,7.466336462405035,4.0,0,1,0,3.791000792487276,80.2562750953162
1,14.967534259899908,89.49656902933572,1390,12.334516,84.557668,3,22.247215622347987,13.0,1,0,0,12.9107133371613,72.4817907726139
1,13.47755947194726,81.36600543585428,1182,28.231808,83.104483,4,12.302369402164672,13.0,1,0,0,12.834550416908082,87.65990944960822
0,4.817666808963493,91.52296293551093,1841,26.934007,83.530369,5,28.248960960542572,3.6751039039457427,1,0,0,3.508138715425864,77.69971906462372
0,5.298153529009648,91.15018215627022,1536,14.83499,72.834879,4,29.35102421821891,3.564897578178109,1,0,0,3.252968708104079,71.86815179094432
0,2.712099454704437,85.11669680101053,2020,17.637226,73.185579,0,14.974691411840125,4.0,0,1,0,4.087883969007184,76.14215485697252
1,11.462474316158275,88.89186654227977,1282,29.930624,77.612601,5,33.9023597765965,12.10976402234035,0,1,0,11.731197846269191,90.90276469889083
1,12.951450112106848,86.43702199061445,2004,9.05418,81.051115,4,10.537707896564907,13.0,0,1,0,12.66793898577474,87.14488873667892
1,12.239049531575343,89.62765080699391,2086,19.967771,83.374655,2,11.947214162220373,13.0,0,1,0,12.878934840719143,83.17114690856201
0,3.3632541780356586,87.70988026760773,1700,24.835818,83.550164,1,20.021481153251685,4.0,0,1,0,4.261213373307094,82.52040804728564
0,4.901152874928725,91.51034951228407,733,29.735033,78.245506,1,13.98214558908316,4.0,1,0,0,3.7501490993459985,84.82496224417274
1,12.436717298961534,85.77307447414215,1844,14.047099,80.866214,5,30.931670614807107,12.406832938519289,1,0,0,12.692489797460393,88.22227501501142
0,5.5070868813166065,93.28297264682601,1764,30.759265,79.261992,0,26.886699016332212,3.8113300983667786,1,0,0,3.4305796233838413,70.41492742067234
0,3.2273860745575025,93.61757512047868,1649,13.215728,74.352643,1,7.63753992909521,4.0,0,1,0,4.176908940500922,82.2597713405658
1,13.387393681443097,87.55151124831728,556,21.886403,71.911564,2,12.545480403927616,13.0,1,0,0,13.406039960558068,97.03353720885028
1,11.334394887541531,82.96030325536756,1815,12.018341,73.234564,4,26.726595737723656,12.827340426227634,0,1,0,13.064641957386668,73.62252930154864
0,3.6938706553310707,87.83460387878752,1424,27.668312,80.204934,3,8.068870619488635,4.0,0,1,0,4.417504686056863,85.64365969274208
1,12.164460681782895,80.3689158398108,1609,14.075496,72.359105,2,28.79692456372998,12.620307543627002,0,1,0,12.64520968968002,87.14750992102876
0,2.9903493533907968,90.95913818638736,2765,9.11292,80.583509,3,16.00358002177353,4.0,0,1,1,4.25540049661922,73.52448856771576
0,5.6999035641829,86.39598390725062,2615,15.249745,75.871481,3,25.706827176488808,3.929317282351119,1,0,1,3.9895272157008366,69.82123651517936
1,13.161433357663853,83.97674235548695,2914,28.135015,70.78128,1,20.51052433194586,13.0,1,0,1,13.224394438539655,84.80038919124198
1,13.975847363037385,83.28479072052434,2639,17.811991,72.722088,2,33.291018544608804,12.17089814553912,1,0,1,12.068511252286202,67.73163889248818
0,5.804878718958767,88.4270223882567,1283,22.209775,76.123607,5,14.003576138353935,4.0,1,0,0,4.4466474302244645,80.00268711265699
0,2.7021858805501973,87.47778800416029,518,14.675659,77.608896,3,11.018222943856657,4.0,0,1,0,4.347097505123631,80.96088375426567
1,13.283761880937266,85.13686808056626,1063,30.140166,82.363102,4,8.050383108245516,13.0,1,0,0,12.656851855891704,88.41589974954438
1,10.49578282657697,89.04443589513781,2159,23.95613,84.436207,5,32.112972238841024,12.288702776115898,0,1,0,12.561639248845594,68.54643577731376
0,5.793607848291131,88.87295215087376,2806,22.396203,78.162412,4,18.427313595288275,4.0,1,0,1,3.711431304830658,65.14823456539527
1,13.415065001648024,86.88205813736118,2777,31.501921,72.544809,1,33.04807074972929,12.19519292502707,1,0,1,12.173571688258503,73.70006686610479
0,5.446705555896997,93.5968286632563,675,22.569666,81.246975,2,30.388426998928132,3.4611573001071867,1,0,0,3.6305723668849437,78.46366810987948
0,5.822965791235481,85.16099638188605,2438,13.556372,81.800836,3,15.039585040804099,4.0,1,0,0,3.793709766238964,67.51743975003484
1,11.059455240144587,81.3289994519893,2392,26.149704,84.491284,3,19.361258919685703,13.0,0,1,0,13.003196973776557,68.60258266368031
0,3.593919944903755,94.88939662563328,2210,9.011176,76.044876,5,6.380249350955155,4.0,0,1,0,4.0188227611779475,84.70097183725808
0,3.584343400680449,91.77560772102632,2448,10.491652,80.791548,2,23.59779849098619,4.0,0,1,0,4.4241873896716974,79.36156011008752
0,4.996691310716165,94.3224047098397,719,25.110762,70.685186,3,24.242172260544542,4.0,1,0,0,4.31992693028515,89.63735619568985
0,2.0286126097242985,85.81978565862757,1866,21.291881,82.712948,4,22.51878908075883,4.0,0,1,0,3.6564994996800673,74.39113110044231
0,2.6243459185272,88.91270963946309,2595,18.318424,81.542365,3,34.62543925359773,3.0374560746402266,0,1,1,2.6662408249347216,86.60605093592477
1,12.23554370195846,88.52526408180098,1011,20.462857,71.595743,3,5.288691158590022,13.0,0,1,0,12.870740570147229,88.59303131811231
1,12.201203571663964,85.67715426890818,1630,17.668098,72.940413,0,25.874213322561474,12.912578667743853,0,1,0,12.494718991888856,88.91484579775107
0,3.8163465812088058,89.72064582176762,1317,11.843026,73.445939,4,28.627913374782114,3.6372086625217888,1,0,0,3.5059769690370675,90.31130387828263
0,4.431731840764326,93.34703277072646,1770,12.502881,72.339346,3,27.4076867866494,3.75923132133506,1,0,0,3.689270578389765,83.7253873762544
1,12.047845186951381,89.3765421232015,1337,28.950845,77.660287,5,5.67304360859175,13.0,0,1,0,13.30382965590187,80.75515531049511
0,5.363389596467311,93.64602461667789,2562,8.907312,80.420244,0,5.287324371891958,4.0,1,0,1,3.943773347115735,72.99383750648424
0,3.5805213047304267,86.93537136885723,2475,25.940941,70.539095,5,10.126260615844817,4.0,0,1,0,3.7110744721958553,86.31946832534571
1,14.426036521168609,89.91860223635312,1383,13.129096,70.525064,0,29.007748861746133,12.599225113825387,1,0,0,12.817281164619445,76.99744643450835
1,14.060175769236425,85.04812105068459,2019,13.866427,70.664744,2,33.65465108975454,12.134534891024547,1,0,0,11.90345676803706,68.33780998800636
0,2.0678801358334673,88.32463994280775,2010,22.778503,75.001517,1,28.626865314861398,3.6373134685138604,0,1,0,3.1798275999187298,78.83052535914737
0,3.9580109823273957,87.25656714493327,973,12.810417,78.406353,1,15.648063658844912,4.0,0,1,0,4.435384993256561,90.36125989070835
1,11.75063279333536,88.02033877289102,1775,20.340434,83.684766,1,11.492088821492052,13.0,0,1,0,12.618787186012277,82.44345607323083
0,3.7450903091392576,91.36443695493118,2661,13.094528,80.950767,3,32.01921775892329,3.298078224107671,1,0,1,3.4967365602930944,84.21146251153837
0,3.6970960885197535,90.95870273554698,1495,31.616567,84.100527,2,30.38565558630991,3.461434441369009,1,0,0,3.9117951079352498,90.37800980584504
1,14.489172140072263,89.61754691262824,2559,20.190397,84.462206,2,7.321166152115756,13.0,1,0,1,12.943376151641067,71.74704011568804
1,11.995902866179273,88.18238446035551,1149,16.866631,84.469161,5,12.631437385551829,13.0,0,1,0,13.188644473409525,82.32758392769748
1,12.659846876020353,83.01649953502107,2244,30.996827,80.175099,4,13.757679839761204,13.0,0,1,0,13.284988565751835,82.52858310268519
1,13.807056561092175,83.32188404610275,1067,14.502928,82.61168,1,32.51835385213182,12.248164614786818,1,0,0,12.238396756609541,78.97840195517367
0,2.410879289289607,94.25511543093123,1481,19.963512,77.122393,5,32.30754427765547,3.2692455722344533,0,1,0,2.941568545114335,87.28810744175271
0,4.035068880316025,87.90378880194602,1475,8.511777,81.37026,3,17.996282024127137,4.0,1,0,0,3.724339731376034,89.51770851060009
1,14.30115530541133,82.10479141634646,706,23.625986,82.550717,3,12.941710894101242,13.0,1,0,0,12.872552854991119,82.18397549579788
1,11.76832054846706,89.6913699755046,1510,29.329769,84.429007,5,9.100762951539338,13.0,0,1,0,13.15108999125405,78.62230557213009
1,11.985289640111677,87.86391069851094,1541,18.495919,77.501254,2,24.162172248540234,13.0,0,1,0,12.931056078129396,82.83733561982281
1,12.245348041496177,89.19034357605335,1682,29.594734,75.172697,5,9.763201072762133,13.0,0,1,0,12.98323070948253,84.21117332013647
0,2.246388872045963,94.10499529083259,1139,15.469463,71.598805,3,7.409915082004409,4.0,0,1,0,3.7279205014375725,79.4896837060839
0,2.9693780037180755,85.62095623348151,2624,12.034532,75.924785,4,20.98323313386885,4.0,0,1,1,3.62991606200864,80.27461941709434
0,5.338226231645101,93.74977506877873,2936,27.42953,83.789693,3,17.223418343098672,4.0,1,0,1,3.7957669262292972,69.89540694584196
1,11.150198460928715,89.8322990229445,2007,20.33812,70.314209,2,7.001209116769877,13.0,0,1,0,13.395581236004224,67.51117224924491
1,13.022696086380087,80.09351271599962,2971,19.63489,71.255955,5,14.709100299440767,13.0,1,0,1,13.132850055505351,84.04346030874736
0,3.6775558642949266,93.34629966562036,2524,8.080817,84.097207,3,22.530287990106935,4.0,0,1,1,3.6879734342110755,87.27582430083851
0,4.668279084124295,88.60662473223508,1440,14.329894,74.189344,2,24.603655656506216,4.0,1,0,0,4.194700885492149,88.06421801367854
0,5.046126322730675,85.74226435102184,1294,28.098768,75.131734,1,31.984062989494117,3.3015937010505882,1,0,0,3.2592033611667492,75.66077038436075
1,14.609514742812243,89.96094530013278,2119,9.479425,75.403679,2,28.02027503412308,12.697972496587692,1,0,0,13.058790612802797,73.89775869990555
0,2.561740133583441,88.82225314268432,2339,29.834971,75.871833,3,31.865329274626088,3.3134670725373914,0,1,0,3.001048833682967,83.91191299900473
1,12.84319836096548,88.80465888035809,1592,17.041475,79.148124,4,20.799353084254687,13.0,0,1,0,13.007766721146231,90.3943163981925
0,2.8554021121933557,91.4834368572757,699,23.88964,74.616414,2,6.832281086607531,4.0,0,1,0,3.9938321569231854,85.1206995527017
1,14.230511162614025,84.07836759955691,2910,28.932173,84.894781,0,18.635664477077142,13.0,1,0,1,13.276790628093533,75.91279465479508
1,14.748209284112122,85.75449881294462,2128,8.105266,77.728055,2,5.290880518383614,13.0,1,0,0,13.154479505910533,73.42270221798411
1,14.047728198715127,87.71424123775293,1901,11.104762,80.221348,4,9.67912797107615,13.0,1,0,0,13.327719858690656,83.2949165997553
0,2.970816862096129,94.14224605222807,624,27.838207,73.676093,2,28.334145931065347,3.666585406893465,0,1,0,4.133079893951052,85.25736968145077
0,2.884577312684689,91.73030165063234,721,17.26851,75.082906,1,12.71263919129122,4.0,0,1,0,3.909421080514027,86.14656232170661
0,5.287292399765129,85.09787256454592,2559,22.219956,83.521878,3,16.74592461371489,4.0,1,0,1,4.380348064407163,78.13555664642034
1,11.02398966162477,81.80257753932003,1412,10.835931,75.232137,4,5.038213454941252,13.0,0,1,0,13.443105864449658,68.74883797175112
1,12.059458408146227,88.53037510619862,1642,14.787856,78.899409,2,5.154233711533153,13.0,0,1,0,13.369122743704,78.69335664442228
1,13.441627927441258,81.97588646846363,904,21.110177,71.732953,3,27.319947973520602,12.76800520264794,1,0,0,13.167933609303763,92.74305681862505
0,5.647291772480687,88.89721927163794,1695,14.486912,70.143985,2,8.94074006635493,4.0,1,0,0,3.9629859928499935,74.68194220369307
1,13.039527264969125,81.57744841269451,804,15.539197,73.276828,1,10.123273083367641,13.0,1,0,0,13.499662284660186,91.3786498030894
0,4.896718024508948,88.58961068917732,2643,13.996706,78.71254,1,11.049681095034382,4.0,1,0,1,3.84108377907726,76.22865754568312
1,11.220792833615986,81.52856734797973,2210,30.841953,84.090407,5,9.829772687266894,13.0,0,1,0,12.772403734299594,73.43389099316393
1,13.783946225335177,86.48964747617624,1069,28.678676,81.891258,0,17.010320876107905,13.0,1,0,0,12.641413454830413,83.22967229495237
1,14.875453493476325,83.96122250491887,1311,31.176126,84.737586,4,21.182367335029646,13.0,1,0,0,12.681824336734367,71.50870843258042
0,4.953624195362807,93.10147898876897,2017,12.414046,83.300685,0,8.544409389020387,4.0,1,0,0,4.429410032554303,84.67285837191497
1,12.689461737732648,89.41046875497813,1841,17.917427,77.254943,2,13.82244957337628,13.0,0,1,0,13.345689871862472,84.23271865870176
1,10.453859904392914,85.86333496714668,1636,8.590207,83.012701,1,34.22963182884992,12.077036817115008,0,1,0,11.963084035515262,76.7277586887765
1,14.681656474256139,87.6509373492082,1862,28.386828,72.512549,2,24.667671266139322,13.0,1,0,0,13.415072732103347,78.02416257847209
0,4.864553164401219,90.35577725241338,939,25.792565,84.682265,3,18.393916522824124,4.0,1,0,0,4.32929202166717,89.95238857265952
0,2.004814145806106,89.47061116126376,2416,17.40233,72.590321,3,25.661698556908235,3.9338301443091765,0,1,0,3.8549686053960945,69.41845540410011
0,3.8824338819173083,85.65893814687502,614,24.606698,82.349892,0,22.361961155881886,4.0,0,1,0,4.143867026302475,94.31566855614834
0,5.460197276985717,94.98604530628788,598,16.265118,81.905092,0,22.309968474612695,4.0,1,0,0,4.096739800786829,83.37542523801113
1,11.996590462298622,82.77003430037396,649,28.289831,75.517708,3,22.504867318766216,13.0,0,1,0,13.291423287789737,83.80667174508885
1,13.240887706928575,84.93207944241874,2602,31.893723,73.412143,2,29.67821412097368,12.532178587902632,1,0,1,12.120234024671065,75.78346317742489
0,3.4599170059770867,91.22553671389292,741,21.170334,72.078132,2,10.876821276519493,4.0,0,1,0,4.06920256025359,90.20214445723497
0,5.756607132558901,86.26535732807042,2879,31.499201,78.663704,5,8.330117638153018,4.0,1,0,1,4.1396098838931294,69.43502751334229
1,11.22280488883134,86.4246044162078,1357,20.922253,71.162269,2,14.071711269144782,13.0,0,1,0,13.462911899151313,70.81392989680026
0,4.114316668365575,85.77658901444667,2429,12.706853,75.933823,1,11.091634472435425,4.0,1,0,0,3.8047251358045786,84.75908467439004
1,13.810622023717846,85.08021758150021,2546,9.239341,77.954912,1,22.93655117285522,13.0,1,0,1,13.168035803998318,80.84413780280472
1,14.845643979341972,84.1475060488945,1990,11.846163,73.782002,3,25.41776627472816,12.958223372527184,1,0,0,12.686106243299706,68.45462263957734
0,4.015720793433655,90.71133128606057,890,11.628679,78.207947,0,25.703977516035852,3.9296022483964146,1,0,0,4.142840990056408,94.27879803377246
0,2.2694757699496044,88.3884952073094,687,13.63399,78.304807,1,19.555409086928236,4.0,0,1,0,4.009793017401135,79.1618275254847
0,5.729233463714921,85.4025336143913,1583,27.285841,79.603422,2,26.385342331160924,3.8614657668839074,1,0,0,3.8451188695831884,73.24385405868266
1,12.62931042894092,87.90453758129804,2137,29.362734,84.315154,4,11.804449845441223,13.0,0,1,0,12.78666886621555,87.7414156272537
1,11.199162332992321,84.84057971804447,536,24.459095,79.965491,5,17.86761249659654,13.0,0,1,0,12.523460560465976,84.07701772526345
1,12.860054944411814,84.75639452000762,2141,20.413835,72.443988,0,22.11793306679909,13.0,0,1,0,13.071298825420087,87.18256118991728
1,13.260815733521605,82.0060245215949,1208,26.015543,82.871462,4,13.254381657837197,13.0,1,0,0,12.50917886999569,86.44363136474084
1,14.164844433449025,83.81691347590997,908,11.090776,76.849668,5,30.224272488545562,12.477572751145443,1,0,0,12.109913047077729,74.91068613628704
0,3.7305401336286184,86.6512790256186,1623,15.910259,81.440809,0,19.20591165573566,4.0,0,1,0,3.6204087395592093,90.78368605930591
0,4.979568607639874,91.4427805355101,2807,18.371836,74.896651,2,30.374442702016204,3.4625557297983796,1,0,1,3.1212631204646057,67.38194512824732
0,5.3841850436557,89.77454774177157,533,13.922127,76.172141,2,7.384480347003917,4.0,1,0,0,3.5159205170570433,78.65235473401343
0,2.4053646218113296,90.92102277420649,914,24.021743,84.00202,0,22.39154602577959,4.0,0,1,0,3.8160646739003647,81.32299947910965
0,1.5761380693240703,92.45334393010867,2774,27.298769,72.574333,2,30.25915406525477,3.4740845934745233,0,1,1,3.4390604638292146,67.50077605494855
1,13.794011213649252,82.45547599939118,823,27.121203,71.07841,4,34.85156305165381,12.01484369483462,1,0,0,11.867442277868175,76.61931064218923
1,14.030361146129744,80.00071276099058,879,29.684321,83.668351,3,10.512461200832174,13.0,1,0,0,13.253409167819,87.83548021689255
0,5.356665604547171,93.54296555177812,635,25.145721,77.798002,4,11.511590453807656,4.0,1,0,0,3.7254257221479476,80.51260117600778
0,3.0772782352214874,88.66226458142755,1690,18.034492,81.267086,5,28.094412408120547,3.690558759187945,0,1,0,3.229763858152657,90.0251437706883
0,5.925305904601274,86.18877938411002,2815,21.923279,77.775261,3,16.006720425462635,4.0,1,0,1,4.10962051301805,67.76814608416775
1,14.206111622214767,83.45173891606238,871,13.213018,75.443952,3,29.99770725071031,12.50022927492897,1,0,0,12.940925039077765,82.99313416862998
1,14.560954772896897,87.36529971798694,1187,24.9246,83.547863,0,8.72578253005069,13.0,1,0,0,13.273878678411597,81.194239055147
0,4.379297463231756,91.23510240779468,956,22.721261,75.938663,4,22.675957218082566,4.0,1,0,0,4.478051612077837,94.23245851153919
0,3.2443667786203463,92.9359744741831,2940,12.559329,83.346699,1,34.661969453532826,3.033803054646717,1,0,1,3.374717962157484,83.99648816462862
0,3.131424076202616,86.96324105505605,846,26.652301,73.991765,4,16.433835457937704,4.0,0,1,0,3.965384470838007,87.43039605364609
0,5.817514215046036,88.01537432127418,2955,13.779095,73.433877,5,17.115637074850838,4.0,1,0,1,3.8370824754731974,65.4206826042716
0,3.590282790173333,93.2008337173335,731,27.278253,82.176733,2,21.404509636716217,4.0,0,1,0,3.5491351235253186,95.93352333351986
